N,p,q,N_binary,p_binary,N_bits,p_bits
4846,2,2423,01001011101110,0000010,14,7
4847,37,131,01001011101111,0100101,14,7
4849,13,373,01001011110001,0001101,14,7
4853,23,211,01001011110101,0010111,14,7
4855,5,971,01001011110111,0000101,14,7
4857,3,1619,01001011111001,0000011,14,7
4859,43,113,01001011111011,0101011,14,7
4863,3,1621,01001011111111,0000011,14,7
4867,31,157,01001100000011,0011111,14,7
4873,11,443,01001100001001,0001011,14,7
4874,2,2437,01001100001010,0000010,14,7
4881,3,1627,01001100010001,0000011,14,7
4882,2,2441,01001100010010,0000010,14,7
4883,19,257,01001100010011,0010011,14,7
4885,5,977,01001100010101,0000101,14,7
4891,67,73,01001100011011,1000011,14,7
4894,2,2447,01001100011110,0000010,14,7
4897,59,83,01001100100001,0111011,14,7
4907,7,701,01001100101011,0000111,14,7
4911,3,1637,01001100101111,0000011,14,7
4915,5,983,01001100110011,0000101,14,7
4918,2,2459,01001100110110,0000010,14,7
4927,13,379,01001100111111,0001101,14,7
4934,2,2467,01001101000110,0000010,14,7
4939,11,449,01001101001011,0001011,14,7
4946,2,2473,01001101010010,0000010,14,7
4954,2,2477,01001101011010,0000010,14,7
4955,5,991,01001101011011,0000101,14,7
4963,7,709,01001101100011,0000111,14,7
4971,3,1657,01001101101011,0000011,14,7
4979,13,383,01001101110011,0001101,14,7
4981,17,293,01001101110101,0010001,14,7
4985,5,997,01001101111001,0000101,14,7
4989,3,1663,01001101111101,0000011,14,7
4997,19,263,01001110000101,0010011,14,7
5001,3,1667,01001110001001,0000011,14,7
5006,2,2503,01001110001110,0000010,14,7
5007,3,1669,01001110001111,0000011,14,7
5017,29,173,01001110011001,0011101,14,7
5027,11,457,01001110100011,0001011,14,7
5029,47,107,01001110100101,0101111,14,7
5033,7,719,01001110101001,0000111,14,7
5041,71,71,01001110110001,1000111,14,7
5042,2,2521,01001110110010,0000010,14,7
5045,5,1009,01001110110101,0000101,14,7
5053,31,163,01001110111101,0011111,14,7
5057,13,389,01001111000001,0001101,14,7
5062,2,2531,01001111000110,0000010,14,7
5063,61,83,01001111000111,0111101,14,7
5065,5,1013,01001111001001,0000101,14,7
5069,37,137,01001111001101,0100101,14,7
5071,11,461,01001111001111,0001011,14,7
5078,2,2539,01001111010110,0000010,14,7
5079,3,1693,01001111010111,0000011,14,7
5086,2,2543,01001111011110,0000010,14,7
5089,7,727,01001111100001,0000111,14,7
5091,3,1697,01001111100011,0000011,14,7
5093,11,463,01001111100101,0001011,14,7
5095,5,1019,01001111100111,0000101,14,7
5097,3,1699,01001111101001,0000011,14,7
5098,2,2549,01001111101010,0000010,14,7
5102,2,2551,01001111101110,0000010,14,7
5105,5,1021,01001111110001,0000101,14,7
5111,19,269,01001111110111,0010011,14,7
5114,2,2557,01001111111010,0000010,14,7
5123,47,109,01010000000011,0101111,14,7
5127,3,1709,01010000000111,0000011,14,7
5129,23,223,01010000001001,0010111,14,7
5131,7,733,01010000001011,0000111,14,7
5137,11,467,01010000010001,0001011,14,7
5141,53,97,01010000010101,0110101,14,7
5143,37,139,01010000010111,0100101,14,7
5149,19,271,01010000011101,0010011,14,7
5155,5,1031,01010000100011,0000101,14,7
5158,2,2579,01010000100110,0000010,14,7
5161,13,397,01010000101001,0001101,14,7
5163,3,1721,01010000101011,0000011,14,7
5165,5,1033,01010000101101,0000101,14,7
5169,3,1723,01010000110001,0000011,14,7
5173,7,739,01010000110101,0000111,14,7
5177,31,167,01010000111001,0011111,14,7
5182,2,2591,01010000111110,0000010,14,7
5183,71,73,01010000111111,1000111,14,7
5186,2,2593,01010001000010,0000010,14,7
5191,29,179,01010001000111,0011101,14,7
5195,5,1039,01010001001011,0000101,14,7
5199,3,1733,01010001001111,0000011,14,7
5201,7,743,01010001010001,0000111,14,7
5207,41,127,01010001010111,0101001,14,7
5213,13,401,01010001011101,0001101,14,7
5218,2,2609,01010001100010,0000010,14,7
5219,17,307,01010001100011,0010001,14,7
5221,23,227,01010001100101,0010111,14,7
5223,3,1741,01010001100111,0000011,14,7
5234,2,2617,01010001110010,0000010,14,7
5241,3,1747,01010001111001,0000011,14,7
5242,2,2621,01010001111010,0000010,14,7
5245,5,1049,01010001111101,0000101,14,7
5249,29,181,01010010000001,0011101,14,7
5251,59,89,01010010000011,0111011,14,7
5255,5,1051,01010010000111,0000101,14,7
5257,7,751,01010010001001,0000111,14,7
5259,3,1753,01010010001011,0000011,14,7
5263,19,277,01010010001111,0010011,14,7
5266,2,2633,01010010010010,0000010,14,7
5267,23,229,01010010010011,0010111,14,7
5269,11,479,01010010010101,0001011,14,7
5277,3,1759,01010010011101,0000011,14,7
5287,17,311,01010010100111,0010001,14,7
5293,67,79,01010010101101,1000011,14,7
5294,2,2647,01010010101110,0000010,14,7
5299,7,757,01010010110011,0000111,14,7
5305,5,1061,01010010111001,0000101,14,7
5311,47,113,01010010111111,0101111,14,7
5314,2,2657,01010011000010,0000010,14,7
5315,5,1063,01010011000011,0000101,14,7
5317,13,409,01010011000101,0001101,14,7
5318,2,2659,01010011000110,0000010,14,7
5321,17,313,01010011001001,0010001,14,7
5326,2,2663,01010011001110,0000010,14,7
5327,7,761,01010011001111,0000111,14,7
5329,73,73,01010011010001,1001001,14,7
5331,3,1777,01010011010011,0000011,14,7
5339,19,281,01010011011011,0010011,14,7
5342,2,2671,01010011011110,0000010,14,7
5345,5,1069,01010011100001,0000101,14,7
5349,3,1783,01010011100101,0000011,14,7
5353,53,101,01010011101001,0110101,14,7
5354,2,2677,01010011101010,0000010,14,7
5357,11,487,01010011101101,0001011,14,7
5359,23,233,01010011101111,0010111,14,7
5361,3,1787,01010011110001,0000011,14,7
5363,31,173,01010011110011,0011111,14,7
5366,2,2683,01010011110110,0000010,14,7
5367,3,1789,01010011110111,0000011,14,7
5371,41,131,01010011111011,0101001,14,7
5374,2,2687,01010011111110,0000010,14,7
5377,19,283,01010100000001,0010011,14,7
5378,2,2689,01010100000010,0000010,14,7
5383,7,769,01010100000111,0000111,14,7
5386,2,2693,01010100001010,0000010,14,7
5389,17,317,01010100001101,0010001,14,7
5398,2,2699,01010100010110,0000010,14,7
5401,11,491,01010100011001,0001011,14,7
5403,3,1801,01010100011011,0000011,14,7
5411,7,773,01010100100011,0000111,14,7
5414,2,2707,01010100100110,0000010,14,7
5422,2,2711,01010100101110,0000010,14,7
5426,2,2713,01010100110010,0000010,14,7
5429,61,89,01010100110101,0111101,14,7
5433,3,1811,01010100111001,0000011,14,7
5435,5,1087,01010100111011,0000101,14,7
5438,2,2719,01010100111110,0000010,14,7
5447,13,419,01010101000111,0001101,14,7
5455,5,1091,01010101001111,0000101,14,7
5458,2,2729,01010101010010,0000010,14,7
5459,53,103,01010101010011,0110101,14,7
5461,43,127,01010101010101,0101011,14,7
5462,2,2731,01010101010110,0000010,14,7
5465,5,1093,01010101011001,0000101,14,7
5469,3,1823,01010101011101,0000011,14,7
5473,13,421,01010101100001,0001101,14,7
5482,2,2741,01010101101010,0000010,14,7
5485,5,1097,01010101101101,0000101,14,7
5489,11,499,01010101110001,0001011,14,7
5493,3,1831,01010101110101,0000011,14,7
5497,23,239,01010101111001,0010111,14,7
5498,2,2749,01010101111010,0000010,14,7
5506,2,2753,01010110000010,0000010,14,7
5509,7,787,01010110000101,0000111,14,7
5513,37,149,01010110001001,0100101,14,7
5515,5,1103,01010110001011,0000101,14,7
5533,11,503,01010110011101,0001011,14,7
5534,2,2767,01010110011110,0000010,14,7
5539,29,191,01010110100011,0011101,14,7
5541,3,1847,01010110100101,0000011,14,7
5543,23,241,01010110100111,0010111,14,7
5545,5,1109,01010110101001,0000101,14,7
5549,31,179,01010110101101,0011111,14,7
5554,2,2777,01010110110010,0000010,14,7
5561,67,83,01010110111001,1000011,14,7
5567,19,293,01010110111111,0010011,14,7
5578,2,2789,01010111001010,0000010,14,7
5579,7,797,01010111001011,0000111,14,7
5582,2,2791,01010111001110,0000010,14,7
5583,3,1861,01010111001111,0000011,14,7
5585,5,1117,01010111010001,0000101,14,7
5587,37,151,01010111010011,0100101,14,7
5594,2,2797,01010111011010,0000010,14,7
5597,29,193,01010111011101,0011101,14,7
5599,11,509,01010111011111,0001011,14,7
5601,3,1867,01010111100001,0000011,14,7
5602,2,2801,01010111100010,0000010,14,7
5603,13,431,01010111100011,0001101,14,7
5606,2,2803,01010111100110,0000010,14,7
5609,71,79,01010111101001,1000111,14,7
5611,31,181,01010111101011,0011111,14,7
5613,3,1871,01010111101101,0000011,14,7
5615,5,1123,01010111101111,0000101,14,7
5617,41,137,01010111110001,0101001,14,7
5619,3,1873,01010111110011,0000011,14,7
5627,17,331,01010111111011,0010001,14,7
5629,13,433,01010111111101,0001101,14,7
5631,3,1877,01010111111111,0000011,14,7
5633,43,131,01011000000001,0101011,14,7
5637,3,1879,01011000000101,0000011,14,7
5638,2,2819,01011000000110,0000010,14,7
5645,5,1129,01011000001101,0000101,14,7
5663,7,809,01011000011111,0000111,14,7
5666,2,2833,01011000100010,0000010,14,7
5667,3,1889,01011000100011,0000011,14,7
5671,53,107,01011000100111,0110101,14,7
5674,2,2837,01011000101010,0000010,14,7
5677,7,811,01011000101101,0000111,14,7
5686,2,2843,01011000110110,0000010,14,7
5699,41,139,01011001000011,0101001,14,7
5702,2,2851,01011001000110,0000010,14,7
5703,3,1901,01011001000111,0000011,14,7
5707,13,439,01011001001011,0001101,14,7
5713,29,197,01011001010001,0011101,14,7
5714,2,2857,01011001010010,0000010,14,7
5721,3,1907,01011001011001,0000011,14,7
5722,2,2861,01011001011010,0000010,14,7
5723,59,97,01011001011011,0111011,14,7
5729,17,337,01011001100001,0010001,14,7
5731,11,521,01011001100011,0001011,14,7
5739,3,1913,01011001101011,0000011,14,7
5747,7,821,01011001110011,0000111,14,7
5753,11,523,01011001111001,0001011,14,7
5755,5,1151,01011001111011,0000101,14,7
5758,2,2879,01011001111110,0000010,14,7
5759,13,443,01011001111111,0001101,14,7
5761,7,823,01011010000001,0000111,14,7
5765,5,1153,01011010000101,0000101,14,7
5767,73,79,01011010000111,1001001,14,7
5771,29,199,01011010001011,0011101,14,7
5773,23,251,01011010001101,0010111,14,7
5774,2,2887,01011010001110,0000010,14,7
5777,53,109,01011010010001,0110101,14,7
5789,7,827,01011010011101,0000111,14,7
5793,3,1931,01011010100001,0000011,14,7
5794,2,2897,01011010100010,0000010,14,7
5799,3,1933,01011010100111,0000011,14,7
5803,7,829,01011010101011,0000111,14,7
5806,2,2903,01011010101110,0000010,14,7
5809,37,157,01011010110001,0100101,14,7
5815,5,1163,01011010110111,0000101,14,7
5818,2,2909,01011010111010,0000010,14,7
5833,19,307,01011011001001,0010011,14,7
5834,2,2917,01011011001010,0000010,14,7
5837,13,449,01011011001101,0001101,14,7
5847,3,1949,01011011010111,0000011,14,7
5853,3,1951,01011011011101,0000011,14,7
5854,2,2927,01011011011110,0000010,14,7
5855,5,1171,01011011011111,0000101,14,7
5873,7,839,01011011110001,0000111,14,7
5878,2,2939,01011011110110,0000010,14,7
5891,43,137,01011100000011,0101011,14,7
5893,71,83,01011100000101,1000111,14,7
5899,17,347,01011100001011,0010001,14,7
5905,5,1181,01011100010001,0000101,14,7
5906,2,2953,01011100010010,0000010,14,7
5909,19,311,01011100010101,0010011,14,7
5911,23,257,01011100010111,0010111,14,7
5914,2,2957,01011100011010,0000010,14,7
5917,61,97,01011100011101,0111101,14,7
5919,3,1973,01011100011111,0000011,14,7
5921,31,191,01011100100001,0011111,14,7
5926,2,2963,01011100100110,0000010,14,7
5933,17,349,01011100101101,0010001,14,7
5935,5,1187,01011100101111,0000101,14,7
5937,3,1979,01011100110001,0000011,14,7
5938,2,2969,01011100110010,0000010,14,7
5941,13,457,01011100110101,0001101,14,7
5942,2,2971,01011100110110,0000010,14,7
5947,19,313,01011100111011,0010011,14,7
5951,11,541,01011100111111,0001011,14,7
5959,59,101,01011101000111,0111011,14,7
5961,3,1987,01011101001001,0000011,14,7
5963,67,89,01011101001011,1000011,14,7
5965,5,1193,01011101001101,0000101,14,7
5969,47,127,01011101010001,0101111,14,7
5971,7,853,01011101010011,0000111,14,7
5977,43,139,01011101011001,0101011,14,7
5979,3,1993,01011101011011,0000011,14,7
5983,31,193,01011101011111,0011111,14,7
5989,53,113,01011101100101,0110101,14,7
5991,3,1997,01011101100111,0000011,14,7
5993,13,461,01011101101001,0001101,14,7
5997,3,1999,01011101101101,0000011,14,7
5998,2,2999,01011101101110,0000010,14,7
5999,7,857,01011101101111,0000111,14,7
6001,17,353,01011101110001,0010001,14,7
6002,2,3001,01011101110010,0000010,14,7
6005,5,1201,01011101110101,0000101,14,7
6009,3,2003,01011101111001,0000011,14,7
6013,7,859,01011101111101,0000111,14,7
6017,11,547,01011110000001,0001011,14,7
6019,13,463,01011110000011,0001101,14,7
6022,2,3011,01011110000110,0000010,14,7
6023,19,317,01011110000111,0010011,14,7
6031,37,163,01011110001111,0100101,14,7
6033,3,2011,01011110010001,0000011,14,7
6038,2,3019,01011110010110,0000010,14,7
6041,7,863,01011110011001,0000111,14,7
6046,2,3023,01011110011110,0000010,14,7
6049,23,263,01011110100001,0010111,14,7
6051,3,2017,01011110100011,0000011,14,7
6059,73,83,01011110101011,1001001,14,7
6065,5,1213,01011110110001,0000101,14,7
6071,13,467,01011110110111,0001101,14,7
6074,2,3037,01011110111010,0000010,14,7
6077,59,103,01011110111101,0111011,14,7
6081,3,2027,01011111000001,0000011,14,7
6082,2,3041,01011111000010,0000010,14,7
6085,5,1217,01011111000101,0000101,14,7
6087,3,2029,01011111000111,0000011,14,7
6098,2,3049,01011111010010,0000010,14,7
6103,17,359,01011111010111,0010001,14,7
6107,31,197,01011111011011,0011111,14,7
6109,41,149,01011111011101,0101001,14,7
6115,5,1223,01011111100011,0000101,14,7
6117,3,2039,01011111100101,0000011,14,7
6119,29,211,01011111100111,0011101,14,7
6122,2,3061,01011111101010,0000010,14,7
6127,11,557,01011111101111,0001011,14,7
6134,2,3067,01011111110110,0000010,14,7
6139,7,877,01011111111011,0000111,14,7
6145,5,1229,01100000000001,0000101,14,7
6155,5,1231,01100000001011,0000101,14,7
6157,47,131,01100000001101,0101111,14,7
6158,2,3079,01100000001110,0000010,14,7
6159,3,2053,01100000001111,0000011,14,7
6161,61,101,01100000010001,0111101,14,7
6166,2,3083,01100000010110,0000010,14,7
6167,7,881,01100000010111,0000111,14,7
6169,31,199,01100000011001,0011111,14,7
6178,2,3089,01100000100010,0000010,14,7
6179,37,167,01100000100011,0100101,14,7
6181,7,883,01100000100101,0000111,14,7
6185,5,1237,01100000101001,0000101,14,7
6187,23,269,01100000101011,0010111,14,7
6189,3,2063,01100000101101,0000011,14,7
6191,41,151,01100000101111,0101001,14,7
6193,11,563,01100000110001,0001011,14,7
6207,3,2069,01100000111111,0000011,14,7
6209,7,887,01100001000001,0000111,14,7
6218,2,3109,01100001001010,0000010,14,7
6227,13,479,01100001010011,0001101,14,7
6233,23,271,01100001011001,0010111,14,7
6238,2,3119,01100001011110,0000010,14,7
6239,17,367,01100001011111,0010001,14,7
6241,79,79,01100001100001,1001111,14,7
6242,2,3121,01100001100010,0000010,14,7
6243,3,2081,01100001100011,0000011,14,7
6245,5,1249,01100001100101,0000101,14,7
6249,3,2083,01100001101001,0000011,14,7
6259,11,569,01100001110011,0001011,14,7
6261,3,2087,01100001110101,0000011,14,7
6267,3,2089,01100001111011,0000011,14,7
6274,2,3137,01100010000010,0000010,14,7
6281,11,571,01100010001001,0001011,14,7
6283,61,103,01100010001011,0111101,14,7
6289,19,331,01100010010001,0010011,14,7
6295,5,1259,01100010010111,0000101,14,7
6297,3,2099,01100010011001,0000011,14,7
6313,59,107,01100010101001,0111011,14,7
6319,71,89,01100010101111,1000111,14,7
6326,2,3163,01100010110110,0000010,14,7
6331,13,487,01100010111011,0001101,14,7
6333,3,2111,01100010111101,0000011,14,7
6334,2,3167,01100010111110,0000010,14,7
6338,2,3169,01100011000010,0000010,14,7
6339,3,2113,01100011000011,0000011,14,7
6341,17,373,01100011000101,0010001,14,7
6347,11,577,01100011001011,0001011,14,7
6349,7,907,01100011001101,0000111,14,7
6362,2,3181,01100011011010,0000010,14,7
6371,23,277,01100011100011,0010111,14,7
6374,2,3187,01100011100110,0000010,14,7
6377,7,911,01100011101001,0000111,14,7
6382,2,3191,01100011101110,0000010,14,7
6383,13,491,01100011101111,0001101,14,7
6385,5,1277,01100011110001,0000101,14,7
6387,3,2129,01100011110011,0000011,14,7
6393,3,2131,01100011111001,0000011,14,7
6395,5,1279,01100011111011,0000101,14,7
6401,37,173,01100100000001,0100101,14,7
6403,19,337,01100100000011,0010011,14,7
6406,2,3203,01100100000110,0000010,14,7
6407,43,149,01100100000111,0101011,14,7
6411,3,2137,01100100001011,0000011,14,7
6415,5,1283,01100100001111,0000101,14,7
6418,2,3209,01100100010010,0000010,14,7
6423,3,2141,01100100010111,0000011,14,7
6429,3,2143,01100100011101,0000011,14,7
6431,59,109,01100100011111,0111011,14,7
6433,7,919,01100100100001,0000111,14,7
6434,2,3217,01100100100010,0000010,14,7
6437,41,157,01100100100101,0101001,14,7
6439,47,137,01100100100111,0101111,14,7
6442,2,3221,01100100101010,0000010,14,7
6443,17,379,01100100101011,0010001,14,7
6445,5,1289,01100100101101,0000101,14,7
6455,5,1291,01100100110111,0000101,14,7
6457,11,587,01100100111001,0001011,14,7
6458,2,3229,01100100111010,0000010,14,7
6459,3,2153,01100100111011,0000011,14,7
6463,23,281,01100100111111,0010111,14,7
6467,29,223,01100101000011,0011101,14,7
6483,3,2161,01100101010011,0000011,14,7
6485,5,1297,01100101010101,0000101,14,7
6487,13,499,01100101010111,0001101,14,7
6493,43,151,01100101011101,0101011,14,7
6497,73,89,01100101100001,1001001,14,7
6499,67,97,01100101100011,1000011,14,7
6502,2,3251,01100101100110,0000010,14,7
6503,7,929,01100101100111,0000111,14,7
6505,5,1301,01100101101001,0000101,14,7
6506,2,3253,01100101101010,0000010,14,7
6509,23,283,01100101101101,0010111,14,7
6511,17,383,01100101101111,0010001,14,7
6514,2,3257,01100101110010,0000010,14,7
6515,5,1303,01100101110011,0000101,14,7
6518,2,3259,01100101110110,0000010,14,7
6523,11,593,01100101111011,0001011,14,7
6527,61,107,01100101111111,0111101,14,7
6533,47,139,01100110000101,0101111,14,7
6535,5,1307,01100110000111,0000101,14,7
6537,3,2179,01100110001001,0000011,14,7
6539,13,503,01100110001011,0001101,14,7
6541,31,211,01100110001101,0011111,14,7
6542,2,3271,01100110001110,0000010,14,7
6557,79,83,01100110011101,1001111,14,7
6559,7,937,01100110011111,0000111,14,7
6583,29,227,01100110110111,0011101,14,7
6587,7,941,01100110111011,0000111,14,7
6589,11,599,01100110111101,0001011,14,7
6593,19,347,01100111000001,0010011,14,7
6595,5,1319,01100111000011,0000101,14,7
6598,2,3299,01100111000110,0000010,14,7
6602,2,3301,01100111001010,0000010,14,7
6605,5,1321,01100111001101,0000101,14,7
6609,3,2203,01100111010001,0000011,14,7
6611,11,601,01100111010011,0001011,14,7
6613,17,389,01100111010101,0010001,14,7
6614,2,3307,01100111010110,0000010,14,7
6617,13,509,01100111011001,0001101,14,7
6621,3,2207,01100111011101,0000011,14,7
6623,37,179,01100111011111,0100101,14,7
6626,2,3313,01100111100010,0000010,14,7
6629,7,947,01100111100101,0000111,14,7
6631,19,349,01100111100111,0010011,14,7
6635,5,1327,01100111101011,0000101,14,7
6638,2,3319,01100111101110,0000010,14,7
6639,3,2213,01100111101111,0000011,14,7
6641,29,229,01100111110001,0011101,14,7
6646,2,3323,01100111110110,0000010,14,7
6649,61,109,01100111111001,0111101,14,7
6658,2,3329,01101000000010,0000010,14,7
6662,2,3331,01101000000110,0000010,14,7
6663,3,2221,01101000000111,0000011,14,7
6667,59,113,01101000001011,0111011,14,7
6671,7,953,01101000001111,0000111,14,7
6677,11,607,01101000010101,0001011,14,7
6683,41,163,01101000011011,0101001,14,7
6686,2,3343,01101000011110,0000010,14,7
6694,2,3347,01101000100110,0000010,14,7
6697,37,181,01101000101001,0100101,14,7
6707,19,353,01101000110011,0010011,14,7
6711,3,2237,01101000110111,0000011,14,7
6717,3,2239,01101000111101,0000011,14,7
6718,2,3359,01101000111110,0000010,14,7
6722,2,3361,01101001000010,0000010,14,7
6729,3,2243,01101001001001,0000011,14,7
6731,53,127,01101001001011,0110101,14,7
6739,23,293,01101001010011,0010111,14,7
6742,2,3371,01101001010110,0000010,14,7
6743,11,613,01101001010111,0001011,14,7
6746,2,3373,01101001011010,0000010,14,7
6749,17,397,01101001011101,0010001,14,7
6751,43,157,01101001011111,0101011,14,7
6753,3,2251,01101001100001,0000011,14,7
6757,29,233,01101001100101,0011101,14,7
6767,67,101,01101001101111,1000011,14,7
6769,7,967,01101001110001,0000111,14,7
6773,13,521,01101001110101,0001101,14,7
6778,2,3389,01101001111010,0000010,14,7
6782,2,3391,01101001111110,0000010,14,7
6787,11,617,01101010000011,0001011,14,7
6797,7,971,01101010001101,0000111,14,7
6799,13,523,01101010001111,0001101,14,7
6801,3,2267,01101010010001,0000011,14,7
6805,5,1361,01101010010101,0000101,14,7
6807,3,2269,01101010010111,0000011,14,7
6809,11,619,01101010011001,0001011,14,7
6814,2,3407,01101010011110,0000010,14,7
6817,17,401,01101010100001,0010001,14,7
6819,3,2273,01101010100011,0000011,14,7
6821,19,359,01101010100101,0010011,14,7
6826,2,3413,01101010101010,0000010,14,7
6835,5,1367,01101010110011,0000101,14,7
6839,7,977,01101010110111,0000111,14,7
6843,3,2281,01101010111011,0000011,14,7
6847,41,167,01101010111111,0101001,14,7
6861,3,2287,01101011001101,0000011,14,7
6865,5,1373,01101011010001,0000101,14,7
6866,2,3433,01101011010010,0000010,14,7
6879,3,2293,01101011011111,0000011,14,7
6881,7,983,01101011100001,0000111,14,7
6887,71,97,01101011100111,1000111,14,7
6889,83,83,01101011101001,1010011,14,7
6891,3,2297,01101011101011,0000011,14,7
6893,61,113,01101011101101,0111101,14,7
6898,2,3449,01101011110010,0000010,14,7
6901,67,103,01101011110101,1000011,14,7
6905,5,1381,01101011111001,0000101,14,7
6913,31,223,01101100000001,0011111,14,7
6914,2,3457,01101100000010,0000010,14,7
6922,2,3461,01101100001010,0000010,14,7
6926,2,3463,01101100001110,0000010,14,7
6927,3,2309,01101100001111,0000011,14,7
6931,29,239,01101100010011,0011101,14,7
6933,3,2311,01101100010101,0000011,14,7
6934,2,3467,01101100010110,0000010,14,7
6937,7,991,01101100011001,0000111,14,7
6938,2,3469,01101100011010,0000010,14,7
6941,11,631,01101100011101,0001011,14,7
6943,53,131,01101100011111,0110101,14,7
6953,17,409,01101100101001,0010001,14,7
6973,19,367,01101100111101,0010011,14,7
6979,7,997,01101101000011,0000111,14,7
6982,2,3491,01101101000110,0000010,14,7
6989,29,241,01101101001101,0011101,14,7
6995,5,1399,01101101010011,0000101,14,7
6998,2,3499,01101101010110,0000010,14,7
6999,3,2333,01101101010111,0000011,14,7
7003,47,149,01101101011011,0101111,14,7
7009,43,163,01101101100001,0101011,14,7
7017,3,2339,01101101101001,0000011,14,7
7022,2,3511,01101101101110,0000010,14,7
7023,3,2341,01101101101111,0000011,14,7
7031,79,89,01101101110111,1001111,14,7
7033,13,541,01101101111001,0001101,14,7
7034,2,3517,01101101111010,0000010,14,7
7037,31,227,01101101111101,0011111,14,7
7041,3,2347,01101110000001,0000011,14,7
7045,5,1409,01101110000101,0000101,14,7
7051,11,641,01101110001011,0001011,14,7
7053,3,2351,01101110001101,0000011,14,7
7054,2,3527,01101110001110,0000010,14,7
7058,2,3529,01101110010010,0000010,14,7
7061,23,307,01101110010101,0010111,14,7
7063,7,1009,01101110010111,0000111,14,7
7066,2,3533,01101110011010,0000010,14,7
7067,37,191,01101110011011,0100101,14,7
7071,3,2357,01101110011111,0000011,14,7
7073,11,643,01101110100001,0001011,14,7
7078,2,3539,01101110100110,0000010,14,7
7081,73,97,01101110101001,1001001,14,7
7082,2,3541,01101110101010,0000010,14,7
7087,19,373,01101110101111,0010011,14,7
7091,7,1013,01101110110011,0000111,14,7
7093,41,173,01101110110101,0101001,14,7
7094,2,3547,01101110110110,0000010,14,7
7097,47,151,01101110111001,0101111,14,7
7099,31,229,01101110111011,0011111,14,7
7111,13,547,01101111000111,0001101,14,7
7113,3,2371,01101111001001,0000011,14,7
7114,2,3557,01101111001010,0000010,14,7
7115,5,1423,01101111001011,0000101,14,7
7117,11,647,01101111001101,0001011,14,7
7118,2,3559,01101111001110,0000010,14,7
7123,17,419,01101111010011,0010001,14,7
7131,3,2377,01101111011011,0000011,14,7
7133,7,1019,01101111011101,0000111,14,7
7135,5,1427,01101111011111,0000101,14,7
7141,37,193,01101111100101,0100101,14,7
7142,2,3571,01101111100110,0000010,14,7
7143,3,2381,01101111100111,0000011,14,7
7145,5,1429,01101111101001,0000101,14,7
7147,7,1021,01101111101011,0000111,14,7
7149,3,2383,01101111101101,0000011,14,7
7153,23,311,01101111110001,0010111,14,7
7157,17,421,01101111110101,0010001,14,7
7162,2,3581,01101111111010,0000010,14,7
7165,5,1433,01101111111101,0000101,14,7
7166,2,3583,01101111111110,0000010,14,7
7167,3,2389,01101111111111,0000011,14,7
7169,67,107,01110000000001,1000011,14,7
7171,71,101,01110000000011,1000111,14,7
7179,3,2393,01110000001011,0000011,14,7
7181,43,167,01110000001101,0101011,14,7
7183,11,653,01110000001111,0001011,14,7
7186,2,3593,01110000010010,0000010,14,7
7195,5,1439,01110000011011,0000101,14,7
7197,3,2399,01110000011101,0000011,14,7
7199,23,313,01110000011111,0010111,14,7
7201,19,379,01110000100001,0010011,14,7
7214,2,3607,01110000101110,0000010,14,7
7217,7,1031,01110000110001,0000111,14,7
7223,31,233,01110000110111,0011111,14,7
7226,2,3613,01110000111010,0000010,14,7
7231,7,1033,01110000111111,0000111,14,7
7233,3,2411,01110001000001,0000011,14,7
7234,2,3617,01110001000010,0000010,14,7
7235,5,1447,01110001000011,0000101,14,7
7241,13,557,01110001001001,0001101,14,7
7246,2,3623,01110001001110,0000010,14,7
7249,11,659,01110001010001,0001011,14,7
7251,3,2417,01110001010011,0000011,14,7
7255,5,1451,01110001010111,0000101,14,7
7261,53,137,01110001011101,0110101,14,7
7262,2,3631,01110001011110,0000010,14,7
7265,5,1453,01110001100001,0000101,14,7
7269,3,2423,01110001100101,0000011,14,7
7271,11,661,01110001100111,0001011,14,7
7273,7,1039,01110001101001,0000111,14,7
7274,2,3637,01110001101010,0000010,14,7
7277,19,383,01110001101101,0010011,14,7
7279,29,251,01110001101111,0011101,14,7
7286,2,3643,01110001110110,0000010,14,7
7289,37,197,01110001111001,0100101,14,7
7291,23,317,01110001111011,0010111,14,7
7295,5,1459,01110001111111,0000101,14,7
7303,67,109,01110010000111,1000011,14,7
7311,3,2437,01110010001111,0000011,14,7
7313,71,103,01110010010001,1000111,14,7
7318,2,3659,01110010010110,0000010,14,7
7319,13,563,01110010010111,0001101,14,7
7323,3,2441,01110010011011,0000011,14,7
7327,17,431,01110010011111,0010001,14,7
7339,41,179,01110010101011,0101001,14,7
7341,3,2447,01110010101101,0000011,14,7
7342,2,3671,01110010101110,0000010,14,7
7343,7,1049,01110010101111,0000111,14,7
7346,2,3673,01110010110010,0000010,14,7
7354,2,3677,01110010111010,0000010,14,7
7355,5,1471,01110010111011,0000101,14,7
7357,7,1051,01110010111101,0000111,14,7
7361,17,433,01110011000001,0010001,14,7
7363,37,199,01110011000011,0100101,14,7
7367,53,139,01110011000111,0110101,14,7
7373,73,101,01110011001101,1001001,14,7
7377,3,2459,01110011010001,0000011,14,7
7379,47,157,01110011010011,0101111,14,7
7382,2,3691,01110011010110,0000010,14,7
7387,83,89,01110011011011,1010011,14,7
7391,19,389,01110011011111,0010011,14,7
