N,p,q,N_binary,p_binary,N_bits,p_bits
57458,2,28729,01110000001110010,000000010,17,9
57461,37,1553,01110000001110101,000100101,17,9
57463,7,8209,01110000001110111,000000111,17,9
57469,101,569,01110000001111101,001100101,17,9
57471,3,19157,01110000001111111,000000011,17,9
57473,13,4421,01110000010000001,000001101,17,9
57479,229,251,01110000010000111,011100101,17,9
57481,47,1223,01110000010001001,000101111,17,9
57485,5,11497,01110000010001101,000000101,17,9
57489,3,19163,01110000010010001,000000011,17,9
57497,11,5227,01110000010011001,000001011,17,9
57499,13,4423,01110000010011011,000001101,17,9
57502,2,28751,01110000010011110,000000010,17,9
57506,2,28753,01110000010100010,000000010,17,9
57509,131,439,01110000010100101,010000011,17,9
57515,5,11503,01110000010101011,000000101,17,9
57517,113,509,01110000010101101,001110001,17,9
57518,2,28759,01110000010101110,000000010,17,9
57521,97,593,01110000010110001,001100001,17,9
57533,7,8219,01110000010111101,000000111,17,9
57539,163,353,01110000011000011,010100011,17,9
57541,11,5231,01110000011000101,000001011,17,9
57542,2,28771,01110000011000110,000000010,17,9
57543,3,19181,01110000011000111,000000011,17,9
57547,7,8221,01110000011001011,000000111,17,9
57549,3,19183,01110000011001101,000000011,17,9
57553,67,859,01110000011010001,001000011,17,9
57563,11,5233,01110000011011011,000001011,17,9
57569,23,2503,01110000011100001,000010111,17,9
57578,2,28789,01110000011101010,000000010,17,9
57581,71,811,01110000011101101,001000111,17,9
57583,89,647,01110000011101111,001011001,17,9
57586,2,28793,01110000011110010,000000010,17,9
57595,5,11519,01110000011111011,000000101,17,9
57599,239,241,01110000011111111,011101111,17,9
57607,11,5237,01110000100000111,000001011,17,9
57611,53,1087,01110000100001011,000110101,17,9
57613,17,3389,01110000100001101,000010001,17,9
57614,2,28807,01110000100001110,000000010,17,9
57617,7,8231,01110000100010001,000000111,17,9
57619,157,367,01110000100010011,010011101,17,9
57621,3,19207,01110000100010101,000000011,17,9
57623,29,1987,01110000100010111,000011101,17,9
57626,2,28813,01110000100011010,000000010,17,9
57631,7,8233,01110000100011111,000000111,17,9
57633,3,19211,01110000100100001,000000011,17,9
57634,2,28817,01110000100100010,000000010,17,9
57635,5,11527,01110000100100011,000000101,17,9
57639,3,19213,01110000100100111,000000011,17,9
57643,59,977,01110000100101011,000111011,17,9
57647,17,3391,01110000100101111,000010001,17,9
57657,3,19219,01110000100111001,000000011,17,9
57659,7,8237,01110000100111011,000000111,17,9
57671,101,571,01110000101000111,001100101,17,9
57674,2,28837,01110000101001010,000000010,17,9
57677,137,421,01110000101001101,010001001,17,9
57683,37,1559,01110000101010011,000100101,17,9
57686,2,28843,01110000101010110,000000010,17,9
57691,31,1861,01110000101011011,000011111,17,9
57693,3,19231,01110000101011101,000000011,17,9
57701,7,8243,01110000101100101,000000111,17,9
57703,19,3037,01110000101100111,000010011,17,9
57711,3,19237,01110000101101111,000000011,17,9
57718,2,28859,01110000101110110,000000010,17,9
57721,197,293,01110000101111001,011000101,17,9
57733,13,4441,01110000110000101,000001101,17,9
57734,2,28867,01110000110000110,000000010,17,9
57742,2,28871,01110000110001110,000000010,17,9
57745,5,11549,01110000110010001,000000101,17,9
57747,3,19249,01110000110010011,000000011,17,9
57755,5,11551,01110000110011011,000000101,17,9
57758,2,28879,01110000110011110,000000010,17,9
57763,47,1229,01110000110100011,000101111,17,9
57767,61,947,01110000110100111,000111101,17,9
57769,41,1409,01110000110101001,000101001,17,9
57777,3,19259,01110000110110001,000000011,17,9
57779,19,3041,01110000110110011,000010011,17,9
57797,29,1993,01110000111000101,000011101,17,9
57801,3,19267,01110000111001001,000000011,17,9
57802,2,28901,01110000111001010,000000010,17,9
57811,13,4447,01110000111010011,000001101,17,9
57818,2,28909,01110000111011010,000000010,17,9
57819,3,19273,01110000111011011,000000011,17,9
57821,67,863,01110000111011101,001000011,17,9
57823,53,1091,01110000111011111,000110101,17,9
57833,151,383,01110000111101001,010010111,17,9
57841,7,8263,01110000111110001,000000111,17,9
57842,2,28921,01110000111110010,000000010,17,9
57854,2,28927,01110000111111110,000000010,17,9
57857,47,1231,01110001000000001,000101111,17,9
57863,13,4451,01110001000000111,000001101,17,9
57866,2,28933,01110001000001010,000000010,17,9
57867,3,19289,01110001000001011,000000011,17,9
57871,11,5261,01110001000001111,000001011,17,9
57877,31,1867,01110001000010101,000011111,17,9
57883,7,8269,01110001000011011,000000111,17,9
57887,107,541,01110001000011111,001101011,17,9
57895,5,11579,01110001000100111,000000101,17,9
57898,2,28949,01110001000101010,000000010,17,9
57903,3,19301,01110001000101111,000000011,17,9
57907,79,733,01110001000110011,001001111,17,9
57911,7,8273,01110001000110111,000000111,17,9
57913,29,1997,01110001000111001,000011101,17,9
57919,17,3407,01110001000111111,000010001,17,9
57922,2,28961,01110001001000010,000000010,17,9
57927,3,19309,01110001001000111,000000011,17,9
57929,53,1093,01110001001001001,000110101,17,9
57931,19,3049,01110001001001011,000010011,17,9
57935,5,11587,01110001001001111,000000101,17,9
57941,13,4457,01110001001010101,000001101,17,9
57949,167,347,01110001001011101,010100111,17,9
57957,3,19319,01110001001100101,000000011,17,9
57958,2,28979,01110001001100110,000000010,17,9
57961,149,389,01110001001101001,010010101,17,9
57965,5,11593,01110001001101101,000000101,17,9
57971,29,1999,01110001001110011,000011101,17,9
57979,37,1567,01110001001111011,000100101,17,9
57983,23,2521,01110001001111111,000010111,17,9
57985,5,11597,01110001010000001,000000101,17,9
57989,103,563,01110001010000101,001100111,17,9
57997,59,983,01110001010001101,000111011,17,9
57999,3,19333,01110001010001111,000000011,17,9
58001,31,1871,01110001010010001,000011111,17,9
58003,11,5273,01110001010010011,000001011,17,9
58009,7,8287,01110001010011001,000000111,17,9
58018,2,29009,01110001010100010,000000010,17,9
58019,13,4463,01110001010100011,000001101,17,9
58021,17,3413,01110001010100101,000010001,17,9
58033,131,443,01110001010110001,010000011,17,9
58034,2,29017,01110001010110010,000000010,17,9
58037,7,8291,01110001010110101,000000111,17,9
58039,127,457,01110001010110111,001111111,17,9
58042,2,29021,01110001010111010,000000010,17,9
58046,2,29023,01110001010111110,000000010,17,9
58051,7,8293,01110001011000011,000000111,17,9
58054,2,29027,01110001011000110,000000010,17,9
58063,31,1873,01110001011001111,000011111,17,9
58066,2,29033,01110001011010010,000000010,17,9
58069,11,5279,01110001011010101,000001011,17,9
58079,7,8297,01110001011011111,000000111,17,9
58081,241,241,01110001011100001,011110001,17,9
58085,5,11617,01110001011100101,000000101,17,9
58087,29,2003,01110001011100111,000011101,17,9
58091,11,5281,01110001011101011,000001011,17,9
58103,97,599,01110001011110111,001100001,17,9
58105,5,11621,01110001011111001,000000101,17,9
58117,89,653,01110001100000101,001011001,17,9
58118,2,29059,01110001100000110,000000010,17,9
58119,3,19373,01110001100000111,000000011,17,9
58126,2,29063,01110001100001110,000000010,17,9
58127,37,1571,01110001100001111,000100101,17,9
58133,61,953,01110001100010101,000111101,17,9
58137,3,19379,01110001100011001,000000011,17,9
58139,47,1237,01110001100011011,000101111,17,9
58141,53,1097,01110001100011101,000110101,17,9
58143,3,19381,01110001100011111,000000011,17,9
58154,2,29077,01110001100101010,000000010,17,9
58159,19,3061,01110001100101111,000010011,17,9
58161,3,19387,01110001100110001,000000011,17,9
58165,5,11633,01110001100110101,000000101,17,9
58173,3,19391,01110001100111101,000000011,17,9
58177,7,8311,01110001101000001,000000111,17,9
58181,73,797,01110001101000101,001001001,17,9
58183,83,701,01110001101000111,001010011,17,9
58187,31,1877,01110001101001011,000011111,17,9
58202,2,29101,01110001101011010,000000010,17,9
58209,3,19403,01110001101100001,000000011,17,9
58213,23,2531,01110001101100101,000010111,17,9
58219,7,8317,01110001101101011,000000111,17,9
58241,139,419,01110001110000001,010001011,17,9
58246,2,29123,01110001110000110,000000010,17,9
58249,31,1879,01110001110001001,000011111,17,9
58251,3,19417,01110001110001011,000000011,17,9
58253,13,4481,01110001110001101,000001101,17,9
58258,2,29129,01110001110010010,000000010,17,9
58262,2,29131,01110001110010110,000000010,17,9
58263,3,19421,01110001110010111,000000011,17,9
58267,11,5297,01110001110011011,000001011,17,9
58269,3,19423,01110001110011101,000000011,17,9
58273,19,3067,01110001110100001,000010011,17,9
58274,2,29137,01110001110100010,000000010,17,9
58277,101,577,01110001110100101,001100101,17,9
58279,13,4483,01110001110100111,000001101,17,9
58281,3,19427,01110001110101001,000000011,17,9
58283,167,349,01110001110101011,010100111,17,9
58285,5,11657,01110001110101101,000000101,17,9
58287,3,19429,01110001110101111,000000011,17,9
58291,71,821,01110001110110011,001000111,17,9
58294,2,29147,01110001110110110,000000010,17,9
58297,97,601,01110001110111001,001100001,17,9
58299,3,19433,01110001110111011,000000011,17,9
58301,173,337,01110001110111101,010101101,17,9
58303,7,8329,01110001110111111,000000111,17,9
58306,2,29153,01110001111000010,000000010,17,9
58307,199,293,01110001111000011,011000111,17,9
58319,29,2011,01110001111001111,000011101,17,9
58323,3,19441,01110001111010011,000000011,17,9
58333,11,5303,01110001111011101,000001011,17,9
58334,2,29167,01110001111011110,000000010,17,9
58339,227,257,01110001111100011,011100011,17,9
58341,3,19447,01110001111100101,000000011,17,9
58343,41,1423,01110001111100111,000101001,17,9
58346,2,29173,01110001111101010,000000010,17,9
58358,2,29179,01110001111110110,000000010,17,9
58361,17,3433,01110001111111001,000010001,17,9
58371,3,19457,01110010000000011,000000011,17,9
58381,79,739,01110010000001101,001001111,17,9
58382,2,29191,01110010000001110,000000010,17,9
58385,5,11677,01110010000010001,000000101,17,9
58389,3,19463,01110010000010101,000000011,17,9
58397,23,2539,01110010000011101,000010111,17,9
58399,11,5309,01110010000011111,000001011,17,9
58402,2,29201,01110010000100010,000000010,17,9
58405,5,11681,01110010000100101,000000101,17,9
58407,3,19469,01110010000100111,000000011,17,9
58409,13,4493,01110010000101001,000001101,17,9
58413,3,19471,01110010000101101,000000011,17,9
58414,2,29207,01110010000101110,000000010,17,9
58418,2,29209,01110010000110010,000000010,17,9
58423,37,1579,01110010000110111,000100101,17,9
58431,3,19477,01110010000111111,000000011,17,9
58433,71,823,01110010001000001,001000111,17,9
58442,2,29221,01110010001001010,000000010,17,9
58445,5,11689,01110010001001101,000000101,17,9
58447,211,277,01110010001001111,011010011,17,9
58449,3,19483,01110010001010001,000000011,17,9
58459,53,1103,01110010001011011,000110101,17,9
58462,2,29231,01110010001011110,000000010,17,9
58467,3,19489,01110010001100011,000000011,17,9
58469,59,991,01110010001100101,000111011,17,9
58471,7,8353,01110010001100111,000000111,17,9
58483,233,251,01110010001110011,011101001,17,9
58486,2,29243,01110010001110110,000000010,17,9
58489,23,2543,01110010001111001,000010111,17,9
58493,29,2017,01110010001111101,000011101,17,9
58495,5,11699,01110010001111111,000000101,17,9
58501,19,3079,01110010010000101,000010011,17,9
58502,2,29251,01110010010000110,000000010,17,9
58503,3,19501,01110010010000111,000000011,17,9
58505,5,11701,01110010010001001,000000101,17,9
58507,41,1427,01110010010001011,000101001,17,9
58517,163,359,01110010010010101,010100011,17,9
58519,139,421,01110010010010111,010001011,17,9
58521,3,19507,01110010010011001,000000011,17,9
58523,43,1361,01110010010011011,000101011,17,9
58529,107,547,01110010010100001,001101011,17,9
58538,2,29269,01110010010101010,000000010,17,9
58541,7,8363,01110010010101101,000000111,17,9
58547,127,461,01110010010110011,001111111,17,9
58553,11,5323,01110010010111001,000001011,17,9
58559,31,1889,01110010010111111,000011111,17,9
58561,157,373,01110010011000001,010011101,17,9
58571,37,1583,01110010011001011,000100101,17,9
58574,2,29287,01110010011001110,000000010,17,9
58577,19,3083,01110010011010001,000010011,17,9
58583,7,8369,01110010011010111,000000111,17,9
58585,5,11717,01110010011011001,000000101,17,9
58589,41,1429,01110010011011101,000101001,17,9
58591,13,4507,01110010011011111,000001101,17,9
58593,3,19531,01110010011100001,000000011,17,9
58594,2,29297,01110010011100010,000000010,17,9
58595,5,11719,01110010011100011,000000101,17,9
58606,2,29303,01110010011101110,000000010,17,9
58607,103,569,01110010011101111,001100111,17,9
58622,2,29311,01110010011111110,000000010,17,9
58623,3,19541,01110010011111111,000000011,17,9
58627,23,2549,01110010100000011,000010111,17,9
58629,3,19543,01110010100000101,000000011,17,9
58633,17,3449,01110010100001001,000010001,17,9
58637,191,307,01110010100001101,010111111,17,9
58639,7,8377,01110010100001111,000000111,17,9
58649,223,263,01110010100011001,011011111,17,9
58651,89,659,01110010100011011,001011001,17,9
58654,2,29327,01110010100011110,000000010,17,9
58655,5,11731,01110010100011111,000000101,17,9
58659,3,19553,01110010100100011,000000011,17,9
58663,11,5333,01110010100100111,000001011,17,9
58666,2,29333,01110010100101010,000000010,17,9
58669,13,4513,01110010100101101,000001101,17,9
58673,23,2551,01110010100110001,000010111,17,9
58677,3,19559,01110010100110101,000000011,17,9
58678,2,29339,01110010100110110,000000010,17,9
58691,19,3089,01110010101000011,000010011,17,9
58694,2,29347,01110010101000110,000000010,17,9
58697,79,743,01110010101001001,001001111,17,9
58703,47,1249,01110010101001111,000101111,17,9
58709,7,8387,01110010101010101,000000111,17,9
58713,3,19571,01110010101011001,000000011,17,9
58715,5,11743,01110010101011011,000000101,17,9
58717,71,827,01110010101011101,001000111,17,9
58721,13,4517,01110010101100001,000001101,17,9
58723,7,8389,01110010101100011,000000111,17,9
58726,2,29363,01110010101100110,000000010,17,9
58731,3,19577,01110010101101011,000000011,17,9
58739,151,389,01110010101110011,010010111,17,9
58747,13,4519,01110010101111011,000001101,17,9
58749,3,19583,01110010101111101,000000011,17,9
58753,41,1433,01110010110000001,000101001,17,9
58759,67,877,01110010110000111,001000011,17,9
58766,2,29383,01110010110001110,000000010,17,9
58769,17,3457,01110010110010001,000010001,17,9
58774,2,29387,01110010110010110,000000010,17,9
58777,53,1109,01110010110011001,000110101,17,9
58778,2,29389,01110010110011010,000000010,17,9
58781,43,1367,01110010110011101,000101011,17,9
58783,29,2027,01110010110011111,000011101,17,9
58791,3,19597,01110010110100111,000000011,17,9
58798,2,29399,01110010110101110,000000010,17,9
58799,13,4523,01110010110101111,000001101,17,9
58801,127,463,01110010110110001,001111111,17,9
58802,2,29401,01110010110110010,000000010,17,9
58809,3,19603,01110010110111001,000000011,17,9
58811,23,2557,01110010110111011,000010111,17,9
58813,103,571,01110010110111101,001100111,17,9
58817,11,5347,01110010111000001,000001011,17,9
58819,131,449,01110010111000011,010000011,17,9
58822,2,29411,01110010111000110,000000010,17,9
58823,59,997,01110010111000111,000111011,17,9
58827,3,19609,01110010111001011,000000011,17,9
58829,89,661,01110010111001101,001011001,17,9
58837,17,3461,01110010111010101,000010001,17,9
58841,29,2029,01110010111011001,000011101,17,9
58846,2,29423,01110010111011110,000000010,17,9
58847,83,709,01110010111011111,001010011,17,9
58853,229,257,01110010111100101,011100101,17,9
58858,2,29429,01110010111101010,000000010,17,9
58859,71,829,01110010111101011,001000111,17,9
58861,11,5351,01110010111101101,000001011,17,9
58871,17,3463,01110010111110111,000010001,17,9
58873,113,521,01110010111111001,001110001,17,9
58874,2,29437,01110010111111010,000000010,17,9
58879,97,607,01110010111111111,001100001,17,9
58885,5,11777,01110011000000101,000000101,17,9
58886,2,29443,01110011000000110,000000010,17,9
58895,5,11779,01110011000001111,000000101,17,9
58906,2,29453,01110011000011010,000000010,17,9
58915,5,11783,01110011000100011,000000101,17,9
58931,31,1901,01110011000110011,000011111,17,9
58933,7,8419,01110011000110101,000000111,17,9
58939,17,3467,01110011000111011,000010001,17,9
58945,5,11789,01110011001000001,000000101,17,9
58946,2,29473,01110011001000010,000000010,17,9
58951,167,353,01110011001000111,010100111,17,9
58961,7,8423,01110011001010001,000000111,17,9
58966,2,29483,01110011001010110,000000010,17,9
58969,109,541,01110011001011001,001101101,17,9
58973,17,3469,01110011001011101,000010001,17,9
58983,3,19661,01110011001100111,000000011,17,9
58987,61,967,01110011001101011,000111101,17,9
58999,41,1439,01110011001110111,000101001,17,9
59002,2,29501,01110011001111010,000000010,17,9
59003,7,8429,01110011001111011,000000111,17,9
59005,5,11801,01110011001111101,000000101,17,9
59017,7,8431,01110011010001001,000000111,17,9
59027,67,881,01110011010010011,001000011,17,9
59035,5,11807,01110011010011011,000000101,17,9
59039,43,1373,01110011010011111,000101011,17,9
59043,3,19681,01110011010100011,000000011,17,9
59047,137,431,01110011010100111,010001001,17,9
59054,2,29527,01110011010101110,000000010,17,9
59057,73,809,01110011010110001,001001001,17,9
59061,3,19687,01110011010110101,000000011,17,9
59062,2,29531,01110011010110110,000000010,17,9
59065,5,11813,01110011010111001,000000101,17,9
59071,19,3109,01110011010111111,000010011,17,9
59074,2,29537,01110011011000010,000000010,17,9
59089,37,1597,01110011011010001,000100101,17,9
59091,3,19697,01110011011010011,000000011,17,9
59097,3,19699,01110011011011001,000000011,17,9
59099,113,523,01110011011011011,001110001,17,9
59101,7,8443,01110011011011101,000000111,17,9
59105,5,11821,01110011011100001,000000101,17,9
59111,13,4547,01110011011100111,000001101,17,9
59117,31,1907,01110011011101101,000011111,17,9
59127,3,19709,01110011011110111,000000011,17,9
59129,7,8447,01110011011111001,000000111,17,9
59131,29,2039,01110011011111011,000011101,17,9
59134,2,29567,01110011011111110,000000010,17,9
59135,5,11827,01110011011111111,000000101,17,9
59137,13,4549,01110011100000001,000001101,17,9
59138,2,29569,01110011100000010,000000010,17,9
59146,2,29573,01110011100001010,000000010,17,9
59151,3,19717,01110011100001111,000000011,17,9
59153,149,397,01110011100010001,010010101,17,9
59155,5,11831,01110011100010011,000000101,17,9
59161,67,883,01110011100011001,001000011,17,9
59162,2,29581,01110011100011010,000000010,17,9
59165,5,11833,01110011100011101,000000101,17,9
59173,47,1259,01110011100100101,000101111,17,9
59174,2,29587,01110011100100110,000000010,17,9
59181,3,19727,01110011100101101,000000011,17,9
59191,11,5381,01110011100110111,000001011,17,9
59195,5,11839,01110011100111011,000000101,17,9
59198,2,29599,01110011100111110,000000010,17,9
59201,53,1117,01110011101000001,000110101,17,9
59203,73,811,01110011101000011,001001001,17,9
59217,3,19739,01110011101010001,000000011,17,9
59222,2,29611,01110011101010110,000000010,17,9
59227,7,8461,01110011101011011,000000111,17,9
59231,61,971,01110011101011111,000111101,17,9
59237,37,1601,01110011101100101,000100101,17,9
59249,179,331,01110011101110001,010110011,17,9
59251,193,307,01110011101110011,011000001,17,9
59253,3,19751,01110011101110101,000000011,17,9
59257,11,5387,01110011101111001,000001011,17,9
59258,2,29629,01110011101111010,000000010,17,9
59259,3,19753,01110011101111011,000000011,17,9
59261,19,3119,01110011101111101,000010011,17,9
59266,2,29633,01110011110000010,000000010,17,9
59269,7,8467,01110011110000101,000000111,17,9
59277,3,19759,01110011110001101,000000011,17,9
59282,2,29641,01110011110010010,000000010,17,9
59287,101,587,01110011110010111,001100101,17,9
59289,3,19763,01110011110011001,000000011,17,9
59291,211,281,01110011110011011,011010011,17,9
59293,13,4561,01110011110011101,000001101,17,9
59299,19,3121,01110011110100011,000010011,17,9
59303,31,1913,01110011110100111,000011111,17,9
59309,127,467,01110011110101101,001111111,17,9
59315,5,11863,01110011110110011,000000101,17,9
59317,23,2579,01110011110110101,000010111,17,9
59321,137,433,01110011110111001,010001001,17,9
59323,11,5393,01110011110111011,000001011,17,9
59326,2,29663,01110011110111110,000000010,17,9
59327,41,1447,01110011110111111,000101001,17,9
59329,79,751,01110011111000001,001001111,17,9
59331,3,19777,01110011111000011,000000011,17,9
59335,5,11867,01110011111000111,000000101,17,9
59338,2,29669,01110011111001010,000000010,17,9
59342,2,29671,01110011111001110,000000010,17,9
59347,17,3491,01110011111010011,000010001,17,9
59366,2,29683,01110011111100110,000000010,17,9
59371,13,4567,01110011111101011,000001101,17,9
59379,3,19793,01110011111110011,000000011,17,9
59383,43,1381,01110011111110111,000101011,17,9
59389,11,5399,01110011111111101,000001011,17,9
59401,191,311,01110100000001001,010111111,17,9
59403,3,19801,01110100000001011,000000011,17,9
59429,67,887,01110100000100101,001000011,17,9
59431,103,577,01110100000100111,001100111,17,9
59434,2,29717,01110100000101010,000000010,17,9
59435,5,11887,01110100000101011,000000101,17,9
59439,3,19813,01110100000101111,000000011,17,9
59446,2,29723,01110100000110110,000000010,17,9
59457,3,19819,01110100001000001,000000011,17,9
59459,37,1607,01110100001000011,000100101,17,9
59461,97,613,01110100001000101,001100001,17,9
59477,11,5407,01110100001010101,000001011,17,9
59482,2,29741,01110100001011010,000000010,17,9
59483,17,3499,01110100001011011,000010001,17,9
59485,5,11897,01110100001011101,000000101,17,9
59491,41,1451,01110100001100011,000101001,17,9
59503,157,379,01110100001101111,010011101,17,9
59506,2,29753,01110100001110010,000000010,17,9
59507,7,8501,01110100001110011,000000111,17,9
59515,5,11903,01110100001111011,000000101,17,9
59518,2,29759,01110100001111110,000000010,17,9
59519,53,1123,01110100001111111,000110101,17,9
59522,2,29761,01110100010000010,000000010,17,9
59523,3,19841,01110100010000011,000000011,17,9
59529,3,19843,01110100010001001,000000011,17,9
59531,59,1009,01110100010001011,000111011,17,9
59533,37,1609,01110100010001101,000100101,17,9
59537,29,2053,01110100010010001,000011101,17,9
59543,11,5413,01110100010010111,000001011,17,9
59545,5,11909,01110100010011001,000000101,17,9
59559,3,19853,01110100010100111,000000011,17,9
59569,71,839,01110100010110001,001000111,17,9
59573,41,1453,01110100010110101,000101001,17,9
59578,2,29789,01110100010111010,000000010,17,9
59579,13,4583,01110100010111011,000001101,17,9
59583,3,19861,01110100010111111,000000011,17,9
59587,11,5417,01110100011000011,000001011,17,9
59591,7,8513,01110100011000111,000000111,17,9
59593,23,2591,01110100011001001,000010111,17,9
59597,61,977,01110100011001101,000111101,17,9
59599,107,557,01110100011001111,001101011,17,9
59601,3,19867,01110100011010001,000000011,17,9
59603,19,3137,01110100011010011,000010011,17,9
59606,2,29803,01110100011010110,000000010,17,9
59609,11,5419,01110100011011001,000001011,17,9
59615,5,11923,01110100011011111,000000101,17,9
59623,109,547,01110100011100111,001101101,17,9
59635,5,11927,01110100011110011,000000101,17,9
59638,2,29819,01110100011110110,000000010,17,9
59639,23,2593,01110100011110111,000010111,17,9
59647,7,8521,01110100011111111,000000111,17,9
59665,5,11933,01110100100010001,000000101,17,9
59666,2,29833,01110100100010010,000000010,17,9
59667,3,19889,01110100100010011,000000011,17,9
59673,3,19891,01110100100011001,000000011,17,9
59674,2,29837,01110100100011010,000000010,17,9
59677,83,719,01110100100011101,001010011,17,9
59681,37,1613,01110100100100001,000100101,17,9
59683,13,4591,01110100100100011,000001101,17,9
59687,17,3511,01110100100100111,000010001,17,9
59689,7,8527,01110100100101001,000000111,17,9
59695,5,11939,01110100100101111,000000101,17,9
59701,227,263,01110100100110101,011100011,17,9
59702,2,29851,01110100100110110,000000010,17,9
59705,5,11941,01110100100111001,000000101,17,9
59713,211,283,01110100101000001,011010011,17,9
59726,2,29863,01110100101001110,000000010,17,9
59734,2,29867,01110100101010110,000000010,17,9
59739,3,19913,01110100101011011,000000011,17,9
59741,11,5431,01110100101011101,000001011,17,9
59746,2,29873,01110100101100010,000000010,17,9
59749,149,401,01110100101100101,010010101,17,9
59757,3,19919,01110100101101101,000000011,17,9
59758,2,29879,01110100101101110,000000010,17,9
59759,7,8537,01110100101101111,000000111,17,9
59761,13,4597,01110100101110001,000001101,17,9
59762,2,29881,01110100101110010,000000010,17,9
59765,5,11953,01110100101110101,000000101,17,9
59767,59,1013,01110100101110111,000111011,17,9
59773,7,8539,01110100101111101,000000111,17,9
59781,3,19927,01110100110000101,000000011,17,9
59783,191,313,01110100110000111,010111111,17,9
59789,17,3517,01110100110001101,000010001,17,9
59795,5,11959,01110100110010011,000000101,17,9
59801,7,8543,01110100110011001,000000111,17,9
59803,79,757,01110100110011011,001001111,17,9
59807,11,5437,01110100110011111,000001011,17,9
59811,3,19937,01110100110100011,000000011,17,9
59819,41,1459,01110100110101011,000101001,17,9
59821,163,367,01110100110101101,010100011,17,9
59827,29,2063,01110100110110011,000011101,17,9
59834,2,29917,01110100110111010,000000010,17,9
59837,53,1129,01110100110111101,000110101,17,9
59839,13,4603,01110100110111111,000001101,17,9
59842,2,29921,01110100111000010,000000010,17,9
59845,5,11969,01110100111000101,000000101,17,9
59847,3,19949,01110100111000111,000000011,17,9
59849,97,617,01110100111001001,001100001,17,9
59851,11,5441,01110100111001011,000001011,17,9
59854,2,29927,01110100111001110,000000010,17,9
59855,5,11971,01110100111001111,000000101,17,9
59861,31,1931,01110100111010101,000011111,17,9
59867,131,457,01110100111011011,010000011,17,9
59873,11,5443,01110100111100001,000001011,17,9
59881,233,257,01110100111101001,011101001,17,9
59883,3,19961,01110100111101011,000000011,17,9
59889,3,19963,01110100111110001,000000011,17,9
59893,101,593,01110100111110101,001100101,17,9
59894,2,29947,01110100111110110,000000010,17,9
59897,89,673,01110100111111001,001011001,17,9
59903,37,1619,01110100111111111,000100101,17,9
59905,5,11981,01110101000000001,000000101,17,9
59909,139,431,01110101000000101,010001011,17,9
59911,181,331,01110101000000111,010110101,17,9
59918,2,29959,01110101000001110,000000010,17,9
59919,3,19973,01110101000001111,000000011,17,9
59923,31,1933,01110101000010011,000011111,17,9
59933,73,821,01110101000011101,001001001,17,9
59935,5,11987,01110101000011111,000000101,17,9
59937,3,19979,01110101000100001,000000011,17,9
59939,11,5449,01110101000100011,000001011,17,9
59941,7,8563,01110101000100101,000000111,17,9
59947,151,397,01110101000101011,010010111,17,9
59953,167,359,01110101000110001,010100111,17,9
59959,17,3527,01110101000110111,000010001,17,9
59963,61,983,01110101000111011,000111101,17,9
59966,2,29983,01110101000111110,000000010,17,9
59973,3,19991,01110101001000101,000000011,17,9
59977,37,1621,01110101001001001,000100101,17,9
59978,2,29989,01110101001001010,000000010,17,9
59979,3,19993,01110101001001011,000000011,17,9
59987,223,269,01110101001010011,011011111,17,9
59989,239,251,01110101001010101,011101111,17,9
59991,3,19997,01110101001010111,000000011,17,9
59993,17,3529,01110101001011001,000010001,17,9
60001,29,2069,01110101001100001,000011101,17,9
60007,23,2609,01110101001100111,000010111,17,9
60011,7,8573,01110101001101011,000000111,17,9
60019,47,1277,01110101001110011,000101111,17,9
60022,2,30011,01110101001110110,000000010,17,9
60023,193,311,01110101001110111,011000001,17,9
60026,2,30013,01110101001111010,000000010,17,9
60031,173,347,01110101001111111,010101101,17,9
60033,3,20011,01110101010000001,000000011,17,9
60035,5,12007,01110101010000011,000000101,17,9
60043,97,619,01110101010001011,001100001,17,9
60055,5,12011,01110101010010111,000000101,17,9
60058,2,30029,01110101010011010,000000010,17,9
60061,17,3533,01110101010011101,000010001,17,9
60063,3,20021,01110101010011111,000000011,17,9
60067,7,8581,01110101010100011,000000111,17,9
60069,3,20023,01110101010100101,000000011,17,9
60073,13,4621,01110101010101001,000001101,17,9
60079,73,823,01110101010101111,001001001,17,9
60087,3,20029,01110101010110111,000000011,17,9
60094,2,30047,01110101010111110,000000010,17,9
60097,19,3163,01110101011000001,000010011,17,9
60113,47,1279,01110101011010001,000101111,17,9
60118,2,30059,01110101011010110,000000010,17,9
60119,79,761,01110101011010111,001001111,17,9
60121,59,1019,01110101011011001,000111011,17,9
60131,157,383,01110101011100011,010011101,17,9
60141,3,20047,01110101011101101,000000011,17,9
60142,2,30071,01110101011101110,000000010,17,9
60143,137,439,01110101011101111,010001001,17,9
60153,3,20051,01110101011111001,000000011,17,9
60157,43,1399,01110101011111101,000101011,17,9
60163,17,3539,01110101100000011,000010001,17,9
60173,19,3167,01110101100001101,000010011,17,9
60178,2,30089,01110101100010010,000000010,17,9
60179,7,8597,01110101100010011,000000111,17,9
60181,11,5471,01110101100010101,000001011,17,9
60182,2,30091,01110101100010110,000000010,17,9
60185,5,12037,01110101100011001,000000101,17,9
60187,139,433,01110101100011011,010001011,17,9
60189,3,20063,01110101100011101,000000011,17,9
